ID,name,article_ID
56514586700,Cook A.D.,799
57197765353,Stevenson P.D.,60
57197765353,Stevenson P.D.,262
57197765353,Stevenson P.D.,297
57197765353,Stevenson P.D.,522
57197765353,Stevenson P.D.,581
57197765353,Stevenson P.D.,867
57188681207,Hyatt P.,61
57188681207,Hyatt P.,270
36349287300,Killpack M.D.,61
36349287300,Killpack M.D.,102
36349287300,Killpack M.D.,270
36349287300,Killpack M.D.,368
36349287300,Killpack M.D.,517
36349287300,Killpack M.D.,712
36349287300,Killpack M.D.,713
36349287300,Killpack M.D.,714
57189235340,Keller A.,62
57189235340,Keller A.,101
57189235340,Keller A.,113
57189235340,Keller A.,195
57189235340,Keller A.,267
57189235340,Keller A.,362
57189235340,Keller A.,584
57189235340,Keller A.,818
55547123342,Anderson J.,62
25639041400,Wen S.-J.,62
25639041400,Wen S.-J.,715
55967471000,Fung R.,62
57218221803,Chambers C.,62
56387524600,Ganjalizadeh V.,63
56387524600,Ganjalizadeh V.,174
56387524600,Ganjalizadeh V.,235
56387524600,Ganjalizadeh V.,347
56387524600,Ganjalizadeh V.,458
